"","x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals","x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.temp.resid","x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.temp.resid","x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.temp.resid","x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.temp.resid","x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.temp.resid","x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.temp.resid","x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.temp.resid","x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.temp.resid","x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.temp.resid","x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.temp.resid","x.arima.residuals.x.arima.residuals.x.arima.residuals.x.arima.residuals.temp.resid","x.arima.residuals.x.arima.residuals.x.arima.residuals.temp.resid","x.arima.residuals.x.arima.residuals.temp.resid","x.arima.residuals.temp.resid","temp.resid"
"32",46074673.9060272,77644.6905581726,458601.483626214,2200.52859887558,-36904.093896357,4730.02822826545,0.154281934890739,7.65608233366424,198838.899999476,-1919812197.09641,205514.265754816,-0.306617732931799,-196.625981756617,-0.344656008160647,-0.0266088349262966,2050153.10459903
"33",-49904824.9031218,-68981.895719304,-391509.167397684,-22498.8155196769,60632.4092444698,-12321.2817247874,-0.0805454121770338,-10.6934574818378,-157341.231314923,-1919812197.09644,-264851.238521767,0.863959231706309,2.69838372838894,0.663923611483051,-0.0225915810218462,6594382.51167139
"34",12252622.2008293,35005.1566877089,381072.465489233,37251.4053063924,21082.3123611837,3507.83888794835,-1.13989046288913,23.9054672265697,-116.606585194473,-1919812197.09644,-103249.257976157,3.92553432292254,392.035734151748,-0.259442042032011,0.161040817488504,-5467524.52489352
"35",-25572852.9005875,-34666.5321075324,839803.779471421,2318.29233420843,-19111.5896809328,33479.3424512789,0.338093504524347,-6.14439611299477,270275.224518664,-1919812197.09641,340356.860212046,-3.26816038669821,-282.358463905649,-0.337681787176213,-0.10728886302561,2281133.54700107
"36",-47186351.8342185,-66237.2624633422,-1327247.2627108,-13.1932378695022,-23685.5938987635,-39234.9572644999,0.785027390533851,-9.09115470104606,-17185.5038457627,-2907295773.5394,-105448.649917965,-1.67096208081485,-127.533683994836,-0.333612891632078,-0.0209797135881138,6902583.35102912
"37",-45887133.043624,-64986.8854592153,73427.7778343048,-8477.01140833337,11368.9100695144,-29879.9916327404,0.810860227750081,-2.00786044999075,10123.1934110215,-5836830383.65344,-62993.3460256759,-0.0845632119612663,-231.630787608983,-0.322067189198246,-0.0214860587380067,-8337732.93623123
"38",70173243.5525075,113456.548258406,1685286.70684928,-9540.86975243801,-1710.90459376689,30329.1491626088,-0.645403296219172,12.0165620225726,-29733.3353642446,-1919812197.09641,-103950.104277002,-0.224285083122154,-16.1342468485023,-0.310345001430539,0.0753116377077824,2761802.15116594
"39",343254.464490757,-2091.92580811337,152534.809044964,7858.74556764014,-13156.8663985394,966.865040427945,-0.57858853671009,21.360368492924,-51097.7799905199,-1919812197.09641,-154980.527436496,2.81961987638487,72.8941588624321,-0.299121884212905,0.0885872803556999,7286680.4391538
"40",-21310999.9588293,-25683.241146853,-465177.980892972,-2533.43209954538,96575.2946674401,16041.28567586,0.066041672928437,34.168226808571,39143.3580132127,-1919812197.09644,-101765.075920615,10.2102671809013,-53.75535767751,0.708417366753886,0.0878377057948423,11827813.0029531
"41",101477708.557174,146774.917499324,1241659.08115458,64722.9922148401,-21929.1131582465,37932.7746167256,-1.18570403598403,0.00736410476579862,212483.873372114,-1919812197.09644,161997.755965642,1.53619553091633,433.300408112032,-0.215754879263772,0.0700806949151436,-1109444.30141427
"42",-56379204.6560666,-76882.3341299284,-1308788.02359343,-11010.0334800798,1372.45073752584,-2308.54907021934,0.326391955505618,-24.1306849099341,11381.4801762176,-1919812197.09641,-10970.3356382529,-2.90047061633288,-158.66906161172,-0.296526480858306,-0.0992893743710425,-5089732.71435081
"43",-37185029.9164094,-44671.7056831182,-448539.050226685,7372.58425500271,-20183.0140522315,-5012.81585605158,0.537916271584431,-15.3914851851954,25091.8714480314,-1919812197.09641,-88422.6922466621,-2.78134296771919,-61.2003153952966,-0.294933394439182,-0.0698969833206407,5451935.52499281
"44",-1548979.89703361,6381.04089793743,-562802.778045896,-3184.96770586917,11686.5747576246,-61559.6755741532,1.45760935229339,-17.4167078837372,175533.797295205,-1919812197.09644,221569.072688976,-1.66002939165914,-319.299856321753,0.711900492050502,-0.191796126375747,-6305363.64972933
"45",15131275.7757638,31899.1537246581,-11182.0779860794,-4229.28475401488,-4881.49170285552,54881.5722016746,-1.07114823861726,5.16400251478517,-152439.433519565,-1919812197.09644,-195986.479224105,2.69168648526967,120.435057986468,-0.212122872296959,0.0683210415255923,-650963.660107411
"46",4061752.26312601,1782.97945690576,-180257.009079501,12889.2863930056,17926.6216615343,9434.0809969597,-0.409747497926656,1.52644060678895,-13637.0445614709,-1919812197.09641,-153420.142177227,1.23960450872915,43.0526100638276,-0.293353522673309,0.0357730358924929,18503334.3163544
"47",-44643847.7520279,-53413.0226867163,2737880.67152565,-6259.57724574303,15068.0143130422,26919.6704234159,-1.1370561792916,0.791742284144448,-96688.4498825339,-1919812197.09641,-257066.846528398,-1.70269130520133,338.302805015037,-0.292222073647646,0.0608509637559299,-10235943.9440797
"48",16998021.605683,50039.347354816,3345791.66131463,-6989.93692796113,-5475.89963991695,33598.9299349947,-0.349610815337244,0.0154469782448814,37864.1875897723,-1919812197.09644,41400.0316558895,1.22087670529607,-5.59593820412599,0.714745447886345,-0.0335229541336348,27987279.5061556
"49",-8641372.23167365,-6679.61168294348,1378649.1868874,-10682.6711177819,-846.247965936683,3311.30366794148,-1.11134983184841,5.22183841178145,-247356.152149292,-1919812197.09641,-447617.209396641,1.87252155031382,479.043435346032,-0.209102195103294,0.119614664612784,-15638979.7129293
"50",-83937816.2819256,-103741.453165614,1737569.61510122,5509.31524481861,-17504.3257043945,-3934.11531844867,0.63105097128832,-8.01364181192719,138889.06170152,-1570141630.1434,19130.0813058323,-2.08834948256562,-247.468927828046,1.70600496061321,-0.103547394971239,-21655119.1409218
"51",9955643.85713183,24360.7331695685,1276334.67939606,1127.82392726937,31450.9939533443,-6655.17050487558,0.668911459061751,-4.84634352118675,168062.58865186,-1267542101.04944,147574.336604763,0.448748182313671,-169.248872190989,0.839456301118071,-0.0896321680866611,-7374396.68610818
"52",8409778.91780703,19935.2071353338,431186.872477646,27204.794049651,29492.2788698007,49593.9766942865,-1.04969496899228,17.2144210020604,-91139.7966459827,-1919812197.09644,-166967.400128978,0.877552015890753,292.264022898562,-0.26590267306486,0.0971037517493457,-4794583.4545559
"53",9754464.90849093,22785.2690564194,-103772.973559027,28610.9932340948,1428.83645254594,46479.7842031879,-0.128629066210269,2.88818484892931,280622.582146917,-1919812197.09641,321501.428382495,1.38758339631758,-172.087165177613,-0.36324189698622,0.00670475285862155,6216737.26587389
"54",79744505.5154859,113542.506608127,-460098.326682028,-1096.938557654,16924.2814914572,13064.1879729701,-0.368055972465402,-2.91854299691246,-134621.847659025,-1919812197.09641,-203775.3967864,-1.63102748080452,129.620111808655,-0.362012876858199,0.0395404464186423,21098320.1478072
"55",-74806224.222127,-87947.0889122053,-1013503.60411791,4074.5032211767,-4347.75023099544,24019.072963581,0.311730249954705,-1.52492452705199,133141.885057796,-1919812197.09644,184292.161182611,0.742165386907534,-144.724316339516,-0.351500405663287,-0.0616688983152983,-13445759.5020845
"56",-53897325.9339937,-53122.3119135612,-919097.069701189,-5140.466481423,-27303.1703863817,-18714.0439494658,0.207896004049906,-10.0807349577081,37788.3266883884,-1919812197.09644,47873.6885750219,-3.85635124885591,-161.967170612067,-0.340453081271349,-0.0711323534239143,-9765124.38019084
"57",-58019710.8034843,-66863.588274536,-1168602.93016817,-6669.8671298016,-29872.8481809039,-1152.00782892885,0.766743193339454,-10.3529245061156,-21856.8441223437,-1919812197.09641,13817.6243591679,-3.88774990399903,-275.571006642138,-0.329712330233725,-0.0889704252581172,-4382366.27231732
"58",-34192763.3096564,-32617.1263857931,-746909.642421212,-8416.67490865628,17820.7472838075,-43034.8556532794,-0.465367239436151,-7.33510431569282,-159554.977756006,-1919812197.09641,-211741.092041916,-1.54866672354254,-49.1403483226802,0.679648357835969,0.000152759884075366,4562901.6457985
"59",13334630.2298328,23938.9186964458,-389575.072682793,3231.26852660367,5532.04022478689,42537.1809496056,-0.272423373937407,12.3049264604888,130549.291370317,-1919812197.09644,87350.0849887261,2.0311847056217,-83.7685036274234,-0.24258148765595,-0.00737492357023723,2266317.48497982
"60",7306586.43559958,15725.9955909645,-354139.227172875,1888.60368557254,21961.6845838976,50202.0908011058,-0.899256884994055,4.75617148952277,-28627.0212013596,-1919812197.09641,-52586.8417058017,-1.85729946060518,164.423876600991,-0.323493836639462,0.0509209937298612,2878675.39365748
"61",74055926.6767966,96065.3147983768,-239508.692020924,-1828.19705675874,11306.8528878393,12194.9210041887,-0.0301550008261742,0.76926567156093,132692.650013213,-1919812197.09641,24542.6418195463,0.285055229656085,-2.41026919823003,0.677041703922548,-0.0424130243198805,23738567.0577955
"62",2274178.14659782,9472.36781028919,-678143.902189417,9520.52895853442,17801.3528437262,25882.3737696346,-0.344418643693273,10.3850203911118,21188.3901184117,-1919812197.09644,-33885.5666575075,-0.0162496583379247,105.890742047001,-0.245887475108499,0.0936511970642949,849854.325667143
"63",-43189925.7167176,-48184.8759757033,-492823.324354361,8014.82026334872,-11666.1885295694,11066.312724459,-0.527747325126171,-1.69938258115702,-169577.226543107,15894585095.0186,-109374.853022904,-0.764275087057695,208.562547770237,-0.326867425179433,0.0764009429479196,-13438819.9567559
"64",-57370831.4593149,-66774.5625402828,-964205.807731573,6194.77689086256,-7663.86913506016,1452.13870256036,-0.042839916950093,-10.6808262558201,-31490.882802479,7446520399.7886,-59336.5862182784,1.84526173461545,-1.99334648581748,-0.325490916700934,-0.0240830642259738,-12659636.0484463
"65",-51895364.5651592,-53231.1912298587,-654351.435508884,9344.9583536938,27280.4130490451,-34185.8862815252,-0.737913488142339,-1.7278053955624,-258486.704992259,-1919812197.09641,-347288.002252289,1.27103647670251,236.246516118594,0.683006017372035,0.0595422606821005,6263186.84009611
"66",31163656.3786298,47772.863479306,-270823.006964481,14567.5990248695,4710.98167537652,28574.8563035834,-0.690544025398878,20.1177853703113,62793.7901730652,-1919812197.09644,-30391.2427923076,7.26658763365016,261.544395004415,0.760124255418309,0.0539607585648201,-5218870.32476754
"67",23200799.6414636,32373.4427687873,-293911.821057657,-2368.74126522342,1776.85103467306,34425.7953126143,-0.573574089410024,12.0989095185124,-28053.0389307991,-1919812197.09644,-183296.420257022,7.7085950445753,243.163294729294,-0.252919301727777,0.0765575945607976,4742255.34519292
"68",-15947862.5063231,-10107.5354735598,-339243.268042088,4213.41406048651,62828.3072216341,14334.8641106168,0.115522657457844,13.4644816545522,92887.4455038107,-1919812197.09641,34801.6336456394,8.44689235466203,-9.59995725537965,-0.342407627337318,0.047048141405101,-3810278.4653758
"69",40446739.2056571,66425.8308046396,-156091.135130003,39251.0322920554,18701.6362508628,11200.907934944,-0.464887953037255,34.7123062547192,243599.773215204,-1919812197.09641,270023.574254849,6.39547618170449,212.772840461993,1.65744751383702,0.0465545140344046,-4649362.63630863
"70",-46085302.2676986,-52252.9854071633,-668091.479602036,23730.7320983255,-6454.99193276824,36673.4921182792,-0.352818379823593,14.5111177451483,-21455.771195516,-1919812197.09644,-57815.3661462461,-0.689997401545385,119.887882922048,-0.196587711938307,0.0318926419633408,-4199384.25220172
"71",-27893154.059625,-16956.6687728732,-699698.313406813,6093.33188768561,-36388.0174553945,-15628.4488332575,0.236203700157257,-26.065279800219,-3804.84641274507,-1919812197.09641,42485.8014207422,0.177180314099999,-181.315487138576,0.631784039899837,0.0333253102049793,-3808961.07297749
"72",-68477333.8849783,-79387.2631454416,-826201.866694756,-25356.616806668,31501.815068749,-29332.4695604273,0.402766782157716,-26.91969105661,-134141.880759855,-1919812197.09644,-159088.673745604,-0.944349583256333,-183.691276944384,-0.306154652247534,-0.0926246572276847,-2497032.63988847
"73",30316700.1149092,55564.198346159,-116635.700944593,9384.70906029479,-10279.073149705,41917.4264428505,-0.310777391008273,17.7104432873712,125685.097460694,-1919812197.09641,153150.612390421,-3.71293116618093,-7.25355236977816,-0.38713306347882,0.0520035279553194,5418606.80978153
"74",21912673.6150561,35287.1712363093,-457130.46202643,-5884.15843575006,-3913.45728243747,390.184888514088,-0.526730636546463,-4.80776524738097,-43147.8117650643,-1919812197.09644,-74874.8736519373,-3.37842450997584,13.7439344825439,1.61493389628822,0.0092159960285115,3175775.33364405
"75",-22566312.5906754,-17994.0635806679,-463637.176870485,-4146.5773767893,-52945.9933686211,9239.70374380838,-0.555720766572967,-3.79761052360551,-113320.941580416,-1919812197.09641,-244695.822307703,5.8321015467077,130.576312603103,-0.237561062226907,0.0161024080186269,3838246.80148849
"76",-16108196.878445,-15456.6406178915,-274905.036046407,-42041.4050522141,50624.8843528632,-3410.82907731251,0.924589187634608,1.60472128400531,72445.5821033968,-1919812197.09641,-52006.9303386396,-4.29324742219399,-314.32408399973,-0.407561880257185,-0.000796167594439661,7023094.51466893
